Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATP104,MIN BATP104,AVG BATP104,DIFF BATP104,SEC BATP104,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,MAX BATV104,MIN BATV104,AVG BATV104,DIFF BATV104,SEC BATV104,VAL D002,N D002,SEC D002,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M004,N M004,SEC M004,VAL M005,N M005,SEC M005,VAL M006,N M006,SEC M006,VAL M007,N M007,SEC M007,VAL M008,N M008,SEC M008,VAL M009,N M009,SEC M009,VAL M010,N M010,SEC M010,VAL M011,N M011,SEC M011,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,MAX T104,MIN T104,AVG T104,DIFF T104,SEC T104,MAX T106,MIN T106,AVG T106,DIFF T106,SEC T106,TIME Toilet,TIME Work,TIME Eat_Lunch,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Breakfast,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Personal_Hygiene,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Work_At_Table,TIME Work_On_Computer,TO PREDICT
190,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,92,0,32.68555555555555,92,1279,84,0,61.64666666666667,84,2642,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7405,0,1505.6833333333334,7405,732,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,3422.958333333333,8475,1454,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,28,2397,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,12,2641,0,76,1832,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
252,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,59.04527777777778,83,2561,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,67.57583333333334,83,2931,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,5972.821111111111,8396,2561,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,6900.0625,8475,2931,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1654,1654,1653.5405555555556,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,373,0,30,277,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,17.481944444444444,25,1375,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
316,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,4210.470833333334,8435,1797,7287,0,6963.133333333333,7287,3440,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1604,0,4,1605,0,0,3600,0,32,1590,0,0,3600,0,0,3600,0,0,3600,0,44,1605,0,0,3600,0,44,1587,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3388,0,180,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
379,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9386,9386,9383.392777777775,0,3600,0,0,0.0,0,3600,8435,0,6986.991666666667,8435,2982,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,4,0,1.8930555555555555,4,354,2,0,0.865,2,957,0,0,0.0,0,3600,1,0,0.2238888888888889,1,806,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,1809,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,4.46,24,669,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
444,177,True,0,0,0.0,0,3600,71,0,12.227777777777778,71,620,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,1553.4458333333334,8435,663,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,330,6,0,0.5575,6,329,12,0,1.8372222222222223,12,72,10,0,1.4433333333333334,10,469,4,0,0.5163888888888889,4,402,7,0,0.8083333333333333,7,330,9,3,4.941666666666666,6,207,5,0,2.5033333333333334,5,3,45,0,7.530277777777778,45,93,10,0,2.3341666666666665,10,189,9,0,1.6772222222222222,9,272,0,0,0.0,0,3600,0,38,76,0,82,72,0,24,215,0,78,216,0,0,3600,0,6,190,0,0,3600,0,178,18,0,34,189,0,108,211,0,0,3600,0,0,0.0,0,3600,25,0,17.220833333333335,25,195,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,637,0,0,0,0,0,2782,0,148,0,0,0,0,0,0,0,0,0,0,Personal_Hygiene
504,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,84,0,82.69333333333333,84,3544,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8514,0,8381.56,8514,3544,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,786.1913888888889,2891,979,0,8,1240,5,0,1.6469444444444443,5,1241,11,0,6.802777777777778,11,1264,10,0,7.236944444444444,10,672,4,0,2.085555555555556,4,667,9,0,5.880277777777778,9,274,18,0,11.423055555555557,18,214,16,0,7.648611111111111,16,218,44,0,28.04388888888889,44,671,12,0,9.221111111111112,12,186,11,0,8.12111111111111,11,68,0,0,0.0,0,3600,0,30,1241,0,50,1264,0,36,1258,0,36,1257,0,60,1471,0,70,1413,0,24,1416,0,202,1271,0,178,1376,0,72,1256,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,94,0,23,0,0,0,0,Enter_Home
569,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,80.99416666666667,83,3513,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8514,0,2707.925,8514,1145,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1667,0,270.4244444444444,1667,584,0,0,0.0,0,3600,0,2,2633,4,0,1.2308333333333332,4,89,12,0,1.3930555555555555,12,595,11,0,6.7275,11,1088,4,0,2.348888888888889,4,4,8,1,5.6625,7,459,13,0,10.450555555555557,13,541,10,0,8.011111111111111,10,544,45,0,5.104722222222223,45,597,12,0,8.241944444444444,12,589,10,0,6.888611111111112,10,588,0,0,0.0,0,3600,0,16,680,0,32,595,0,10,591,0,16,592,0,96,443,0,0,3600,0,0,3600,0,34,597,0,24,458,0,28,587,0,0,3600,0,0,0.0,0,3600,25,0,20.0875,25,584,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,44,26,0,0,0,0,0,0,2026,0,0,0,0,0,0,317,0,0,0,0,0,0,Sleep_Out_Of_Bed
630,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,84,0,83.65,84,3585,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8514,0,8478.525,8514,3585,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,5,0,2.9055555555555554,5,730,0,0,0.0,0,3600,18,0,11.283333333333331,18,35,10,0,6.0625,10,645,23,8,16.0675,15,747,43,0,28.767222222222223,43,357,41,0,24.850277777777777,41,540,0,0,0.0,0,3600,31,0,20.47111111111111,31,74,27,0,14.795833333333333,27,31,0,0,0.0,0,3600,0,2,568,0,0,3600,0,0,3600,0,0,3600,0,18,596,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,2970,0,0,0.0,0,3600,25,0,20.745833333333334,25,1845,25,0,13.895833333333334,25,2001,27,0,10.6125,27,1415,0,0,0,0,0,3307,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,Entertain_Guests
690,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,3155.4966666666664,8396,1353,7326,0,30.525,7326,15,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9346,0,1596.6083333333331,9346,615,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,970,5,0,1.0141666666666669,5,857,3,0,0.2058333333333333,3,606,12,0,8.084166666666667,12,861,5,0,2.611666666666667,5,861,12,6,9.268888888888888,6,588,26,0,16.230555555555554,26,361,21,0,14.088888888888889,21,544,45,0,2.966111111111111,45,605,17,0,10.363333333333332,17,597,14,0,8.715833333333334,14,4,0,0,0.0,0,3600,0,12,856,0,4,604,0,12,598,0,10,595,0,42,550,0,0,3600,0,0,3600,0,48,605,0,30,554,0,16,596,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,228,0,0,0,0,2225,75,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
751,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,2935.645833333333,8475,1247,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,3,0,0.9258333333333332,3,311,0,0,0.0,0,3600,11,0,8.475277777777778,11,650,5,0,4.063888888888889,5,2446,12,0,9.868611111111113,12,57,38,0,21.51861111111111,38,41,19,0,15.43,19,586,0,0,0.0,0,3600,22,10,14.3175,12,60,14,0,10.32,14,647,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,12,648,0,0,3600,0,0,3600,0,0,3600,0,4,655,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
813,177,True,0,0,0.0,0,3600,72,0,15.04,72,752,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,5.579444444444444,83,242,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,569.7083333333334,8475,242,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,3,0,1.7055555555555555,3,1345,3,0,1.148611111111111,3,1345,13,0,9.823055555555555,13,670,7,0,4.554166666666666,7,665,16,8,11.419166666666667,8,226,34,0,19.221666666666668,34,242,23,0,16.01222222222222,23,126,44,0,16.956666666666667,44,159,21,0,14.07611111111111,21,64,17,0,12.025833333333331,17,666,0,0,0.0,0,3600,0,4,1344,0,4,1345,0,4,1262,0,2,1262,0,78,47,0,0,3600,0,0,3600,0,12,1346,0,16,1252,0,8,1258,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,88,0,0,0,0,0,0,0,0,0,0,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch_TV
880,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,439.2713888888889,2891,547,0,0,0.0,0,3600,2905,0,760.9486111111111,2905,943,0,2,547,4,0,0.6083333333333333,4,547,4,0,0.0741666666666666,4,580,11,0,8.039166666666667,11,913,5,0,4.211111111111111,5,1690,10,0,8.22888888888889,10,1975,22,0,15.79861111111111,22,127,17,0,13.398055555555556,17,160,44,0,16.494722222222222,44,1556,14,0,12.6625,14,718,12,0,10.776111111111112,12,599,27,0,0.2469444444444444,27,2910,0,10,547,0,8,580,0,22,598,0,12,895,0,68,702,0,36,720,0,44,754,0,24,582,0,42,693,0,34,554,0,10,2909,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,105,0,0,0,0,0,0,11,0,0,0,1213,0,0,0,0,0,0,0,0,34,0,0,0,0,Enter_Home
940,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,82,0,67.12611111111111,82,2947,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,0.0461111111111111,83,2,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8356,0,6840.314444444444,8356,2947,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,4.708333333333333,8475,2,0,0,0.0,0,3600,8475,0,2827.3541666666665,8475,1201,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1654,0,378.58222222222224,1654,824,0,0,0.0,0,3600,0,2,3578,4,0,1.0066666666666666,4,3578,2,0,0.0105555555555555,2,3554,9,0,7.3675,9,2947,0,0,0.0,0,3600,10,0,6.6819444444444445,10,58,21,0,16.808611111111112,21,599,30,0,23.907222222222224,30,1802,43,0,0.2275,43,3554,13,0,9.582222222222224,13,1,11,0,10.136944444444444,11,543,0,0,0.0,0,3600,0,8,3550,0,4,3551,0,4,3536,0,0,3600,0,68,57,0,8,2391,0,24,2392,0,8,3552,0,18,2388,0,4,3535,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,23,0,0,845,0,0,0,2356,0,0,0,0,0,0,14,0,0,0,0,0,0,Toilet
1000,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,93,0,66.62416666666667,93,2579,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,7775.8125,8475,3303,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,2331,3,0,0.0288888888888888,3,2331,10,0,0.3408333333333333,10,2373,10,0,3.4522222222222223,10,1163,3,0,0.2825,3,2364,9,0,4.673611111111111,9,300,22,9,13.751666666666669,13,301,8,0,5.151666666666666,8,304,44,0,0.9177777777777778,44,2374,12,0,6.976111111111111,12,63,10,0,3.316666666666667,10,544,0,0,0.0,0,3600,0,12,2331,0,8,2373,0,10,2351,0,12,2347,0,26,2699,0,4,2691,0,0,3600,0,52,2374,0,10,2461,0,18,2344,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,24.044444444444444,26,1606,0,0,0.0,0,3600,122,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,60,0,37,0,0,0,0,Enter_Home
1061,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,3912.902777777778,8435,1670,7287,0,1261.055833333333,7287,623,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,2264,3,0,0.0125,3,2263,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.0133333333333333,1,1288,13,0,5.3277777777777775,13,968,27,0,4.276666666666666,27,971,0,0,0.0,0,3600,3,0,1.4122222222222225,3,2160,2,0,1.1919444444444445,2,2271,0,0,0.0,0,3600,0,4,2261,0,0,3600,0,2,2257,0,2,2258,0,46,365,0,4,2160,0,14,2164,0,0,3600,0,12,2153,0,4,2255,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,23,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,Entertain_Guests
1124,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,72,0,42.3,72,2115,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7366,0,4327.525,7366,2115,0,0,0.0,0,3600,0,0,0.0,0,3600,9386,0,5425.629444444445,9386,2081,0,0,0.0,0,3600,8435,0,3519.2694444444446,8435,1502,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1401,3,0,0.2108333333333333,3,1401,8,0,0.5561111111111111,8,1483,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,5,0,3.0744444444444445,5,493,3,0,1.5302777777777778,3,496,45,0,5.42,45,935,2,0,0.4413888888888889,2,2127,1,0,0.1655555555555555,1,2792,0,0,0.0,0,3600,0,16,1401,0,12,1483,0,14,1455,0,18,1471,0,48,2115,0,8,3485,0,8,3486,0,104,1520,0,58,2098,0,28,1406,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,34,0,0,205,0,0,0,0,1250,0,0,0,0,0,0,554,0,65,0,0,0,0,Enter_Home
