Minutes from midnight,Days,Is business,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP105,MIN BATP105,AVG BATP105,DIFF BATP105,SEC BATP105,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV014,MIN BATV014,AVG BATV014,DIFF BATV014,SEC BATV014,MAX BATV015,MIN BATV015,AVG BATV015,DIFF BATV015,SEC BATV015,MAX BATV016,MIN BATV016,AVG BATV016,DIFF BATV016,SEC BATV016,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,MAX BATV105,MIN BATV105,AVG BATV105,DIFF BATV105,SEC BATV105,VAL D002,N D002,SEC D002,VAL D004,N D004,SEC D004,VAL D005,N D005,SEC D005,VAL L001,N L001,SEC L001,VAL L004,N L004,SEC L004,VAL L006,N L006,SEC L006,VAL L009,N L009,SEC L009,VAL L010,N L010,SEC L010,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,MAX LS014,MIN LS014,AVG LS014,DIFF LS014,SEC LS014,MAX LS015,MIN LS015,AVG LS015,DIFF LS015,SEC LS015,MAX LS016,MIN LS016,AVG LS016,DIFF LS016,SEC LS016,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M004,N M004,SEC M004,VAL M005,N M005,SEC M005,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,VAL MA014,N MA014,SEC MA014,VAL MA015,N MA015,SEC MA015,VAL MA016,N MA016,SEC MA016,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,MAX T105,MIN T105,AVG T105,DIFF T105,SEC T105,MAX T106,MIN T106,AVG T106,DIFF T106,SEC T106,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Breakfast,TIME Cook_Dinner,TIME Eat,TIME Watch_TV,TIME Cook_Lunch,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
1176,32,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,8765.08888888889,9380,3364,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,0,4796.35,9420,1833,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,23,24.00111111111111,2,624,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
1245,32,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9400,0,3355.277777777778,9400,1285,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,0,2590.5,9420,990,0,0,0.0,0,3600,9420,0,1358.05,9420,519,3120,0,504.4,3120,582,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,1390,0,8,1188,0,0,3600,0,0,3600,0,2,1121,0,0,3600,0,0,3600,0,2,1110,10,0,0.4863888888888888,10,1120,14,0,2.3,14,595,3,0,0.5,3,797,1,0,0.1630555555555555,1,796,2,0,0.3030555555555556,2,1015,0,0,0.0,0,3600,20,0,5.7725,20,393,72,0,1.1366666666666667,72,1024,5,0,1.095,5,526,23,0,1.737777777777778,23,1109,9,0,2.020555555555556,9,529,15,0,4.028611111111111,15,362,22,0,6.466666666666667,22,404,40,0,2.466666666666667,40,1109,0,14,1120,0,24,1187,0,2,1397,0,4,1383,0,4,1015,0,0,3600,0,12,987,0,22,1019,0,22,866,0,0,3600,0,4,1115,0,6,950,0,4,992,0,6,1104,0,0,0.0,0,3600,23,0,11.165833333333332,23,582,0,0,0.0,0,3600,26,23,23.88222222222222,3,29,0,0,0.0,0,3600,61,0,0,0,16,0,0,0,0,0,990,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,Work_On_Computer
1309,32,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,1674.4,9360,644,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9400,0,4112.5,9400,1575,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,3460,0,0,3600,0,0,3600,0,0,3600,8,0,0.0575,8,3458,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,6.9752777777777775,24,388,0,0,0.0,0,3600,25,0,13.400833333333331,25,383,72,0,20.641666666666666,72,392,2,0,0.0177777777777777,2,3453,0,0,0.0,0,3600,0,0,0.0,0,3600,13,0,10.298055555555557,13,1068,26,0,17.985277777777778,26,337,0,0,0.0,0,3600,0,16,3456,0,0,3600,0,2,3440,0,4,3437,0,12,384,0,0,3600,0,42,383,0,162,392,0,12,3452,0,6,1574,0,4,3452,0,12,1658,0,16,335,0,12,1566,0,0,0.0,0,3600,23,0,16.566388888888888,23,2593,25,0,3.298611111111111,25,475,26,0,22.1,26,255,0,0,0.0,0,3600,0,0,0,215,0,0,0,0,0,0,86,0,0,336,0,0,31,362,0,35,147,0,0,0,112,0,0,0,0,1753,0,Bed_Toilet_Transition
1371,32,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,3540.95,9380,1359,0,0,0.0,0,3600,0,0,0.0,0,3600,9400,0,6232.722222222223,9400,2387,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3120,0,1067.7333333333331,3120,1232,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,20.113333333333333,24,3017,25,0,22.398333333333333,25,416,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
2,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,9420,9417.383333333331,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,2188,0,0,3600,0,10,2187,0,24,2197,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,2180,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,23.141111111111112,25,523,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3396,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
71,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,4544.0888888888885,9380,1744,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,0,125.6,9420,48,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3090,0,1415.3916666666669,3090,1649,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,72,0,9.2025,72,3084,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,3073,0,0,3600,0,8,3069,0,50,3080,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,10,3046,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,20.565277777777776,25,2465,25,0,22.69,25,458,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
143,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,5272.8,9360,2028,0,0,0.0,0,3600,0,0,0.0,0,3600,8740,0,4632.2,8740,1908,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,351,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,23,23.67111111111111,2,625,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
208,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,5135.0,9360,1975,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,3405.461111111111,9380,1307,0,0,0.0,0,3600,0,0,0.0,0,3600,3120,0,2376.4,3120,2742,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,2365,0,0,3600,0,20,2327,0,46,2371,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,12,2330,0,0,3600,33,0,28.351111111111116,33,208,0,0,0.0,0,3600,24,23,23.662777777777777,1,2409,24,0,22.030833333333334,24,403,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
272,33,True,0,0,0.0,0,3600,92,0,21.41555555555556,92,838,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,2680.6,9360,1031,0,0,0.0,0,3600,9400,0,1895.6666666666667,9400,726,0,0,0.0,0,3600,9400,0,5279.666666666667,9400,2022,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,9288.805555555557,9380,3565,9420,0,2713.483333333333,9420,1037,0,0,0.0,0,3600,0,0,0.0,0,3600,9440,0,2832.0,9440,1080,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,641,0,2,954,0,0,3600,0,0,3600,0,2,875,0,0,3600,0,0,3600,0,2,664,11,0,2.178888888888889,11,282,14,0,2.254722222222222,14,353,5,0,0.7611111111111111,5,60,5,0,0.2566666666666666,5,663,23,0,5.177777777777778,23,1116,0,0,0.0,0,3600,4,0,0.4136111111111111,4,1117,72,0,18.627222222222223,72,563,5,0,1.0355555555555556,5,284,23,0,2.696111111111111,23,663,10,0,2.2608333333333333,10,152,1,0,0.1666666666666666,1,900,3,0,1.0005555555555556,3,597,40,0,4.678333333333334,40,663,0,12,877,0,20,952,0,8,646,0,20,661,0,36,1112,0,0,3600,0,28,1102,0,198,1161,0,12,284,0,0,3600,0,20,740,0,0,3600,0,8,1795,0,14,709,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,21.01083333333333,24,1441,25,23,23.834444444444443,2,27,0,0,0.0,0,3600,141,0,158,188,0,0,0,0,0,0,0,0,0,1572,0,0,0,0,0,0,0,96,0,0,351,95,0,0,0,0,0,Enter_Home
337,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9400,0,9342.555555555557,9400,3578,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3130,3130,3129.1305555555555,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,32,0,28.32,32,3186,22,0,9.47222222222222,22,1550,0,0,0.0,0,3600,24,0,14.137777777777778,24,1592,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
401,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.0030555555555555,1,11,2,0,0.0516666666666666,2,93,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.0022222222222222,1,8,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,23,0,22.410555555555558,23,1179,23,0,1.622777777777778,23,254,25,23,23.99305555555556,2,30,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
462,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9440,0,3146.6666666666665,9440,1200,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3100,0,2666.0,3100,3096,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,0,0.5791666666666667,1,2085,1,0,0.0988888888888888,1,356,2,0,0.3333333333333333,2,1263,2,0,0.7094444444444444,2,77,0,0,0.0,0,3600,0,0,0.0,0,3600,3,0,1.595,3,1114,0,0,0.0,0,3600,1,0,0.58,1,2088,9,0,4.849166666666667,9,73,12,0,6.516666666666667,12,155,5,0,2.5875,5,303,7,1,3.333055555555556,6,0,9,0,5.175,9,70,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,23,0,0.5111111111111111,23,80,0,0,0.0,0,3600,25,0,16.474444444444444,25,1311,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
523,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,2217.8,9360,853,9440,9440,9437.377777777778,0,3600,0,0,0.0,0,3600,8740,0,905.5611111111112,8740,373,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,3,0,2.475,3,371,2,0,0.9558333333333332,2,1041,2,0,1.041111111111111,2,149,7,0,3.801944444444445,7,163,15,0,6.0,15,607,0,0,0.0,0,3600,52,4,26.64333333333333,48,645,1,0,0.3333333333333333,1,922,4,0,2.6441666666666666,4,373,16,0,11.31611111111111,16,158,18,0,13.266666666666667,18,240,47,0,22.685277777777777,47,13,47,0,23.184722222222224,47,520,19,0,13.18361111111111,19,156,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,22,0,19.372222222222224,22,3170,0,0,0.0,0,3600,25,0,17.53388888888889,25,234,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
590,33,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9380,0,2107.8944444444446,9380,809,0,0,0.0,0,3600,9400,0,6700.111111111111,9400,2566,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9360,0,1367.6,9360,526,0,0,0.0,0,3600,9400,0,5890.666666666667,9400,2256,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,2578,0,0,3600,0,0,3600,0,0,3600,0,2,441,0,0,3600,0,0,3600,0,0,3600,12,0,6.959444444444444,12,442,14,0,7.618888888888889,14,472,7,0,1.57,7,786,3,0,1.7527777777777778,3,620,0,0,0.0,0,3600,55,0,9.290555555555557,55,1217,6,0,3.2044444444444444,6,215,72,0,3.986388888888889,72,986,7,0,3.9244444444444446,7,222,13,11,12.12138888888889,2,248,14,0,11.467777777777778,14,432,11,0,7.871388888888889,11,197,11,0,7.759444444444444,11,934,14,0,12.698611111111113,14,226,0,40,442,0,26,472,0,6,2577,0,14,1206,0,8,977,0,120,1211,0,26,212,0,66,982,1,59,215,0,12,248,0,40,321,0,16,191,0,22,198,0,34,225,0,0,0.0,0,3600,23,0,8.069166666666666,23,1263,24,0,6.213333333333333,24,932,25,0,16.74138888888889,25,110,0,0,0.0,0,3600,229,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,638,0,0,0,0,0,0,0,90,196,0,Cook_Lunch
